"Data Source","World Development Indicators",

"Last Updated Date","2017-02-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Equatorial Guinea","GNQ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","10","19","48","77","77","76","76","77","79","80","81","81","33","34","35","36","37","38","39","40","41","42","43","44","41","24","3","20","16","",
"Greece","GRC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","72","95","83","72","60","54","80","82","83","54","54","85","89","89","90","90","90","90","89","88","89","91","92","94","95","96","98","99","99","99","99","99","99","99","99","99","",
"Grenada","GRD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","25","43","56","68","76","61","98","80","65","87","80","85","90","89","91","95","80","95","97","88","97","96","98","97","83","99","91","96","99","99","97","95","97","97","97","92","",
"Greenland","GRL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","43","42","45","44","48","21","37","16","47","50","66","63","66","75","71","77","66","73","78","77","81","77","82","84","87","87","89","85","95","92","94","88","96","85","73","74","",
"Guam","GUM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","35","45","53","58","70","75","64","67","64","77","83","81","79","93","90","86","83","88","90","83","88","85","91","90","91","93","93","94","93","98","95","93","97","98","98","95","",
"High income","HIC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","78.0697965520715","82.3670145323591","84.0985852021426","85.2469116828374","87.6369851724913","86.1968416398892","88.7145553283098","87.1321460601432","87.6428757471756","90.2484358447781","88.3324685998519","88.6230406963836","87.9382283498931","88.4163129825927","91.2379798621715","91.6367204365887","93.7526641436683","90.6308855225247","91.0236965384163","92.9849445585004","92.7069717072241","94.4335518330371","94.5241566747303","95.7536387335529","95.4679928539466","95.6599799269452","96.1414967524658","95.7831404181556","95.9199366441895","95.5390061491074","95.6282721589803","96.1790314914606","95.8050072198911","95.5497863899201","95.8085865137543","95.8273537177932","",
"Hong Kong SAR, China","HKG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","28","34","46","52","41","58","62","58","74","85","84","94","93","94","94","94","94","95","97","95","94","96","95","92","94","98","95","94","93","98","95","91","88","87","85","85","",
"Heavily indebted poor countries (HIPC)","HPC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","19.3910222280146","19.5868616028066","21.4676805461812","23.0162738751836","26.3938152542389","31.1947170321835","38.3743696786893","42.0800959624527","47.5129680887532","52.7280227876193","45.7761724198349","45.5850932754001","48.3930959077378","51.3648186328717","52.9074071590344","52.53374569524","51.8706552819324","49.561824029352","49.4335178322709","53.3931182654581","54.5704380826516","57.1185866506942","61.4146546752941","65.0090369320165","68.4552028049363","69.8690420022626","72.3898030717883","72.6435182002694","74.8824179704039","75.2333503822933","77.1091786542568","78.34812147598","78.5542249732919","80.6973129944043","81.7353866758163","",
"Croatia","HRV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","85","87","90","91","92","93","93","93","94","95","94","96","96","96","96","96","96","97","96","96","96","95","94","",
"Haiti","HTI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","3","14","13","9","14","19","24","28","48","50","41","36","38","39","41","42","42","42","39","38","41","45","48","53","55","60","60","63","63","65","66","68","67","68","48","60","",
"Hungary","HUN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","",
"IBRD only","IBD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","37.9382846155094","45.4207800736508","50.1617587247008","52.7737517841563","57.5089927697641","69.3668896957258","73.162614981501","81.1657988642866","77.4822618810102","75.4085523205637","75.9980942463315","77.3529338918302","77.3639397100911","76.4808749604129","76.1503542619513","76.3159063562985","76.053354817704","76.1305621197441","76.7129057846195","76.2404765533806","77.141490145016","78.569853247533","79.5695824751885","81.0120618668652","80.8813434207564","84.2466181319435","86.1155704243271","87.7366898909799","88.781102462812","89.2468170181185","89.6184400410647","88.829744381075","88.9738259043092","",
"IDA & IBRD total","IBT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","32.9672255684847","38.3254529323164","43.5201008142979","46.8206220301224","51.6657382290319","61.883452154346","67.4221810896389","75.5729059067599","71.1335971029913","69.3402755418318","69.2906903551381","71.4757045408502","71.6397405238726","70.2711393407874","69.9973552227164","70.2056459616374","69.8201230096302","70.6652910899018","71.0592131906736","70.8618635714441","72.5612726104658","74.5836515635808","76.0818132393756","77.6437925698424","77.9095400331253","80.2177396145415","82.7343455666873","83.682117271606","84.0331017802055","83.9795781626375","83.7736602156894","84.307484596998","84.8289387764366","",
"IDA total","IDA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","14.6353631101386","16.8029927768253","19.2406472121948","25.8388026176701","30.9520779690533","36.0526103588591","41.8133782313959","52.0951156137418","60.8710059285575","54.527896608613","54.1823890051851","53.3407087144048","58.1383853716137","59.1800357847256","57.7002296931109","57.4036519945497","57.9809791457068","57.6689582780991","60.1992749774307","60.3738136496026","60.8547449321188","64.1391260931582","67.3417472850805","69.8293731649961","71.6270377031164","72.742257907204","73.3279078902163","77.0409533824178","76.9449534702949","76.343277935352","75.4429352373197","74.3723156220382","77.0998190206676","78.3087542848576","",
"IDA blend","IDB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","18.8618994078514","31.2428715537953","35.8862080361408","40.4509030654193","47.1702336727302","55.4381556633787","62.7199584936966","55.3784967292443","55.6840989936321","47.7223355401715","54.7236281852142","58.9602420221441","52.343422729527","51.8372402764006","56.3287967001113","56.7339890633928","57.1549022862746","56.381357051023","54.775031940492","58.824119868929","59.1279280285069","64.2055736759735","65.9423465771155","65.6938222942593","66.2934282753816","73.1626081118187","73.4408052655003","69.0456687257975","66.2813617791904","64.301820201355","68.7438563968835","71.2593801705513","",
"Indonesia","IDN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","1","1","6","13","27","47","50","54","57","60","62","64","66","68","69","72","73","74","75","75","76","70","71","71","72","72","73","77","78","81","81","83","85","81","81","",
"IDA only","IDX","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","13.5863645841935","14.1892238573228","15.9282941687556","19.4574391288487","22.8766826843968","28.2849157205085","33.6584445312073","38.8929817395322","50.2746477547491","59.8686270929112","54.0679543454209","53.3376440100674","56.4487677535251","60.002749145603","59.2983403111813","60.5315174332038","60.2952116452967","58.824068419429","58.1336314614853","61.6905207104044","62.2923967471051","63.7840339985976","66.6859015557283","71.2709637718454","72.5260948221983","74.3668055225079","76.1774419822381","76.795552713612","78.9746467852519","78.7097487387722","80.0351028791407","80.0661305955514","79.475677366471","81.3407857104455","81.8813014965582","",
"Isle of Man","IMN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","6","6","12","14","16","18","20","30","40","50","70","57","56","61","67","71","66","62","61","59","58","59","59","61","63","65","65","64","70","74","79","82","82","83","85","87","",
"Not classified","INX","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","34","36","43","42","45","45","44","44","43","65","65","67","68","70","71","73","74","76","84","86","86","84","83","86","89","90","91","92","93","94","94","95","95","96","96","95","",
"Iran, Islamic Rep.","IRN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","32","29","41","33","33","51","57","57","88","82","91","88","97","99","95","98","99","99","99","99","99","96","99","99","99","95","98","99","99","99","99","99","99","98","99","98","",
"Iraq","IRQ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","14","13","18","16","67","86","91","94","87","87","83","78","74","70","72","74","76","78","76","81","80","78","77","75","74","65","59","57","69","78","74","79","69","68","64","58","",
"Iceland","ISL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","99","99","98","94","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","98","92","95","97","99","95","97","97","98","96","96","95","89","91","90","92","",
"Israel","ISR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","84","91","92","89","87","85","92","92","92","92","93","94","95","96","95","96","94","95","92","91","93","92","90","93","95","93","95","95","94","96","95","94","94","94","94","94","",
"Italy","ITA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","95","95","95","95","95","96","95","95","95","87","93","93","96","94","95","96","97","96","96","96","96","97","96","95","93","",
"Jamaica","JAM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","24","39","34","51","58","60","74","81","82","85","86","85","84","91","93","90","92","90","86","89","93","99","99","96","98","99","95","92","91","90","94","92","96","93","92","91","",
"Jordan","JOR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","30","81","75","76","81","85","88","90","93","94","92","92","92","91","94","95","96","99","99","85","91","99","95","97","95","95","98","98","97","98","98","98","98","98","98","99","",
"Japan","JPN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","60","75","81","80","82","83","84","85","86","87","90","92","87","85","80","74","99","70","75","80","85","95","96","97","99","98","98","98","98","97","97","97","97","96","96","96","",
"Kazakhstan","KAZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","76","76","93","95","97","99","98","97","95","95","99","82","98","99","93","99","98","99","99","99","98","95","98","",
"Kenya","KEN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","58","70","72","77","82","83","84","86","87","89","92","94","87","79","81","82","82","80","84","73","73","76","80","81","88","88","90","96","94","87","92","89","",
"Kyrgyz Republic","KGZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","64","82","93","98","98","97","99","99","99","98","98","99","98","92","94","95","95","96","96","96","97","96","97","",
"Cambodia","KHM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","17","23","37","37","45","47","38","38","32","35","37","39","43","46","47","53","59","60","54","69","85","82","80","82","91","94","89","88","86","83","88","89","",
"Kiribati","KIR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","43","29","53","40","18","37","37","36","63","79","97","70","86","99","71","60","79","91","88","78","90","85","77","70","62","79","86","94","82","86","91","99","94","95","75","87","",
"St. Kitts and Nevis","KNA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56","67","92","90","97","92","99","96","94","99","99","99","99","99","99","99","99","99","97","98","98","99","96","98","95","99","99","99","98","97","95","97","97","96","97","93","",
"Korea, Rep.","KOR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","61","61","69","76","76","76","57","58","89","74","79","84","88","93","99","90","80","74","86","97","97","97","97","88","96","98","91","94","94","94","99","99","99","99","98","",
"Kosovo","KSV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","67","79","83","89","89","90","91","92","94","94","71","80","88","97","99","99","99","96","95","94","98","99","99","99","98","99","99","99","99","99","98","99","98","99","95","99","",
"Latin America & Caribbean (excluding high income)","LAC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","35.6015246949917","40.4914118348987","45.1466784550473","48.2882030556667","54.9806787322795","54.2713830504553","55.0851760663583","57.8071145927281","61.3609394917005","63.0061233580213","67.0609214552623","77.3684636865005","76.9503761561956","78.263142546553","79.7609841042879","82.8645378962694","81.492285808668","82.7020201081586","85.6888442975114","88.5764880295286","90.7835196681257","90.0762562261717","91.3750931356155","92.7133342063484","93.3797191317127","93.7988294760611","93.5396864008068","92.8437390903698","92.0914035877421","93.7193408620719","93.2050067692494","92.603090889967","93.1047921767657","89.4686218494403","88.053473799503","89.7092465021915","",
"Lao PDR","LAO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","7","7","7","5","4","5","10","17","21","18","22","23","25","48","54","58","60","54","55","51","52","53","49","45","49","57","50","61","67","74","78","79","87","88","89","",
"Lebanon","LBN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","2","4","4","4","17","30","46","63","79","82","86","90","91","92","93","93","92","89","86","83","80","77","74","75","77","78","80","81","81","81","81","81","81","81","81","",
"Liberia","LBR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","46","42","39","35","31","60","60","65","75","81","70","77","80","76","50","52","",
"Libya","LBY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","60","67","72","79","81","81","82","82","84","87","84","87","90","96","95","95","96","96","95","94","94","94","93","95","97","98","98","98","98","98","98","98","98","96","94","94","",
"St. Lucia","LCA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56","64","79","81","83","87","78","85","78","92","89","96","96","97","93","98","88","98","88","89","70","99","74","90","91","95","85","99","96","95","97","99","98","99","99","99","",
"Latin America & Caribbean","LCN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","36.9913918956619","41.9799356988105","46.5244236646484","49.389600120896","56.0764119072493","55.4452786734886","56.0540074013351","58.8667888985456","62.3850888963331","63.9808794382445","67.9673441938923","77.9096390728112","77.3916510063434","78.6384520637454","80.1841465597052","83.1892604481915","81.7773882468698","82.9316628653317","85.8269466233214","88.7417806163702","90.7886286026177","90.2502649941894","91.5227496426837","92.7737324873054","93.3754763355938","93.7496902673945","93.552041151756","92.9118799530211","92.1600081524715","93.7264204732926","93.1818758493135","92.644626391182","93.0439168788815","89.5334986397669","88.2517216373075","89.8879361704318","",
"Least developed countries: UN classification","LDC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","12.8740460240271","13.2930619271734","14.7400889740313","16.4744777972354","19.258589670422","23.3335578634646","29.9515858125896","34.9244118284836","46.3137146775792","56.7910649194432","50.5090946778019","48.8142757841105","52.609981332963","56.0882312580981","55.0639896569547","56.8908861223835","57.197783545907","55.5085364995742","53.8377337022148","57.6836098199006","58.9455657963322","60.5811738796852","64.4069055432542","69.4299690686943","70.2356325047704","71.9836753121727","74.8632583011337","75.153599434724","76.9441474102637","77.0038080903047","78.7997853051984","79.0271347196822","78.8849741516024","80.0737560847218","80.9384705252568","",
"Low income","LIC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","22.5125827144877","22.3285460223849","23.6795311539007","26.6929458067059","28.169719664512","32.9173185391012","40.9102129444299","43.7194582467211","47.1655089761711","52.4540870923841","45.2068485155209","45.1507387021249","48.1969484174502","51.3519603426719","52.2424529261901","51.521795654798","51.0869577107747","48.3073538322034","46.6720857672683","50.5593058257702","51.8066651060002","54.8833747097342","59.254158606236","62.9885113703983","65.956188771334","68.3330816827977","70.3182209977981","70.2526031882702","72.9936252166597","73.09621353332","76.2149477105312","76.9215820045816","76.7587147566969","78.5562733502062","79.8525722216012","",
"Liechtenstein","LIE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","46","45","57","64","66","70","75","77","83","87","86","86","88","90","88","93","92","97","94","99","99","98","98","99","97","99","98","98","98","97","99","99","99","99","99","99","",
"Lower middle income","LMC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","10.072322806145","14.1790295552585","16.8189802591065","19.8443560494604","25.6811087109615","30.6502388561709","37.4112972699047","45.6048281921017","55.9223398454003","69.3327267656915","61.0996462068341","60.6450369546658","61.9112305293191","66.7812729732939","69.097463781408","66.480255826074","64.8111111043191","65.6558879221579","65.2567036144814","65.5203063929863","65.9366345165768","64.9578253748549","67.1614190393817","69.4046038614885","71.3183469918312","71.9518727743566","71.7400684889136","75.2140861616755","78.4739021063698","80.2939200419605","80.0795791449905","79.803511816871","79.9801778985599","80.7480548541686","81.2865186776091","",
"Low & middle income","LMY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","32.4777847593351","37.9265245906627","43.1350980641205","46.5350671720252","51.4578748738218","61.7397071067913","67.3374880383717","75.5105872101302","71.0754681861169","69.2562657336148","69.2171759925805","71.3466769534237","71.4600600633283","70.0128325690191","69.7188792188347","69.9603068487131","69.5920593884523","70.4795791626262","70.8922752570053","70.6986658425166","72.3886840275278","74.4542382395476","75.9829843637007","77.5751657991083","77.8463935729388","80.1596725493617","82.6854094278996","83.6380900481318","83.9866546215943","83.9538524119632","83.7394223596589","84.27214537574","84.8028568987944","",
"Lesotho","LSO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56","56","61","66","74","82","81","79","80","81","82","84","85","86","87","88","87","87","88","88","83","78","84","90","90","89","89","88","88","91","93","96","95","93","93","93","",
"Late-demographic dividend","LTE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","55.27800539938","67.0280048474013","72.9274587229018","72.597788671054","72.7356676516764","88.3632893264777","89.8554762574793","92.7957728103468","91.6858170756501","87.4169973769407","86.4036250987826","85.2037708931866","82.8973519420971","84.5396489215789","85.3330021560619","86.8013608028772","87.9232000066282","88.9982151282829","89.7421283871141","88.8129045129994","90.374193321919","90.666325574129","91.1106745866147","94.4226980464529","94.3624578109231","96.8127146559818","98.0446525327461","97.7222244614061","97.7808341765743","97.6702611086264","95.911078464244","97.3111227778936","97.8796275958274","",
"Lithuania","LTU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","83","83","90","91","90","93","93","94","95","95","94","94","94","94","95","96","98","95","92","93","93","93","93","",
"Luxembourg","LUX","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","75","68","77","86","95","90","90","90","91","93","94","95","97","98","98","98","98","99","99","99","98","99","99","99","99","99","99","99","99","99","99","99","99","",
"Latvia","LVA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","80","97","98","93","92","94","95","96","97","97","98","99","99","96","94","94","94","92","92","91","94","92","95","",
"Macao SAR, China","MAC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","32","41","45","51","63","85","82","80","81","81","87","86","87","90","95","94","93","91","95","96","94","91","97","98","97","95","99","99","99","99","99","99","99","99","",
"Monaco","MCO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","98","98","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","",
"Moldova","MDA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","70","86","96","97","97","97","97","95","97","97","98","98","98","97","92","90","85","90","93","92","90","90","87","",
"Madagascar","MDG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","15","23","19","23","30","35","42","45","46","53","65","66","66","57","49","49","52","55","57","60","62","66","78","85","85","84","77","77","70","73","70","74","73","69","",
"Maldives","MDV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","4","1","1","13","24","28","42","42","86","91","94","98","98","90","96","94","97","97","97","97","98","98","98","98","96","98","98","98","98","98","96","96","99","99","99","99","",
"Middle East & North Africa","MEA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","36.2468291374097","37.2465351275218","41.0411079653002","41.4759980169028","50.2167536013527","62.8927566895945","69.2783000141383","71.0637803440079","82.1337854023257","85.2234528331449","87.8463775758824","81.5590848664318","84.516239884392","85.3880694015386","83.2533389786955","86.2980538700941","87.257031741054","86.3792442447653","88.9989859212176","90.0773058618432","91.1659783216331","91.0783307603969","89.6513479683178","89.0937481329946","90.0903182523376","89.429877061291","89.6947248027926","89.4226749857673","90.7026929766541","91.9225815658588","91.4703460982781","90.7938420818218","87.5548798575283","88.8011561843161","87.8525976353829","86.4078152697495","",
"Mexico","MEX","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","44","43","40","41","52","40","51","62","60","65","53","88","90","82","91","91","95","95","96","96","97","97","97","98","98","98","98","98","96","95","95","97","99","83","87","87","",
"Marshall Islands","MHL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","71","82","56","67","70","78","78","86","66","39","48","80","68","64","77","74","93","95","96","94","87","80","79","78","85","",
"Middle income","MIC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","33.412482790982","39.0623948404428","44.7607429968434","48.0526938718712","52.6260834250592","63.7389329036836","69.5985211335112","78.1510589861421","74.0750179383976","72.0841232996417","71.8331383208566","73.9646256897907","74.0957556952882","72.7440559388477","72.4766564119053","73.2670893426393","73.2510100399617","73.7435784234499","74.0951720979439","73.3938103170163","74.6649062117691","76.472992019238","77.7760776676959","79.2381857490625","79.2333822613245","82.0123970034195","84.5236423610761","85.6634837364674","85.5292722845706","85.3557757329919","85.1444064766034","85.4358450326083","85.8261242574043","",
"Macedonia, FYR","MKD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","88","95","93","97","94","95","95","91","96","96","94","97","93","95","95","96","95","96","95","98","95","91","",
"Mali","MLI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","8","18","26","42","34","38","46","39","49","53","52","52","40","43","49","61","63","69","77","78","74","74","73","73","66","68","71","77","68","",
"Malta","MLT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","50","37","86","87","87","47","63","86","82","83","88","92","92","92","92","93","94","95","95","94","89","92","85","74","72","73","76","96","99","99","99","97","",
"Myanmar","MMR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","4","5","9","11","12","16","20","23","28","50","88","66","71","73","77","84","88","90","90","75","82","73","79","78","82","73","82","86","85","90","90","84","84","75","75","75","",
"Middle East & North Africa (excluding high income)","MNA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","34.7276499559629","34.4902497699802","38.2698843368861","38.3392620769759","47.2409179876112","61.0530021975741","67.4028675450153","69.0678420561126","81.335442215943","84.1770738928472","87.5083852971646","80.4963088456629","83.6760464081128","84.3272914223462","81.8343256878322","85.1107683025389","86.4401131332442","85.5115421141619","88.3266158011836","89.6548212095262","90.6670550002971","90.3781629594054","88.9813346061497","88.3072894324739","89.3149095158937","88.5979704868217","88.9138424946384","88.5832612419553","89.8807603631262","91.2112199175018","90.7084646954226","89.947538890089","86.3205844195602","87.7152961638366","86.7141140236483","85.0329277894301","",
"Montenegro","MNE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","92","95","92","94","95","94","94","91","89","",
"Mongolia","MNG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","76","78","79","79","77","80","81","80","82","84","84","81","64","79","78","88","90","92","94","94","94","95","98","98","99","99","99","95","96","95","96","99","99","98","99","99","",
